config,total_return,annual_return,sharpe,max_drawdown,turnover,objective
turnover_pen=0.005,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.15691706235598213
baseline,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.14344478514938566
no_T1,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.14344478514938566
score_gap=0.05,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.14344478514938566
score_gap=0.10,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.14344478514938566
turnover_pen=0.02,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.11650023073619267
