config,total_return,annual_return,sharpe,max_drawdown,turnover,limit_buy_blocked,limit_sell_blocked,objective
baseline,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0,0,0.14344478514938566
no_vol_filter,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0,0,0.14344478514938566
no_liq_filter,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0,0,0.14344478514938566
no_momentum,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0,0,0.14344478514938566
strict_filters,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0,0,0.14344478514938566
