config,total_return,annual_return,sharpe,max_drawdown,turnover,min_position_ratio,objective
"min_pos=0.7, base=0.85",0.003165543908513868,0.027844651695448475,0.23463289064039747,-0.0654359228271586,2.555218058473511,0.8874182421898448,0.1499758750455315
"min_pos=0.8, base=0.9",0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.9385075270196512,0.14344478514938566
force_80%=False,0.003147673448783861,0.027685554180540084,0.23317555456467842,-0.06908156189966752,2.694455441319297,0.9385075270196512,0.14344478514938566
"min_pos=0.9, base=0.95",0.0031139564237794293,0.027385436867560342,0.23193030983341772,-0.07272395591943026,2.833252110769153,0.9897371171711288,0.1371017456538548
dynamic_pos=False,0.003105380893245302,0.02730911791554136,0.2317068938318635,-0.07345204536365102,2.860958821775919,1.0,0.13585602203694389
