rank,ts_code,score,buy_price,liquidity,替代
130,002146.SZ,2.1271579265594482,0,差,当目标股买不到时使用
131,600099.SH,2.126396656036377,0,差,当目标股买不到时使用
132,002752.SZ,2.1245954036712646,0,差,当目标股买不到时使用
133,002398.SZ,2.094573974609375,0,中,当目标股买不到时使用
134,002228.SZ,2.090486526489258,0,差,当目标股买不到时使用
135,300658.SZ,2.0847649574279785,0,差,当目标股买不到时使用
136,301056.SZ,2.0767486095428467,0,差,当目标股买不到时使用
137,600620.SH,2.0693376064300537,0,差,当目标股买不到时使用
138,600138.SH,2.0651462078094482,0,差,当目标股买不到时使用
139,002853.SZ,2.0650243759155273,0,差,当目标股买不到时使用
140,002390.SZ,2.06467604637146,0,中,当目标股买不到时使用
141,605577.SH,2.0625100135803223,0,差,当目标股买不到时使用
142,300636.SZ,2.053203821182251,0,差,当目标股买不到时使用
143,000599.SZ,2.050446033477783,0,差,当目标股买不到时使用
144,300864.SZ,2.049935817718506,0,差,当目标股买不到时使用
145,601968.SH,2.0424644947052,0,差,当目标股买不到时使用
146,002066.SZ,2.0329511165618896,0,差,当目标股买不到时使用
147,301262.SZ,2.0329110622406006,0,中,当目标股买不到时使用
148,002454.SZ,2.0176219940185547,0,差,当目标股买不到时使用
149,300018.SZ,2.0059425830841064,0,差,当目标股买不到时使用
150,600233.SH,2.000216007232666,0,差,当目标股买不到时使用
