rank,ts_code,score,buy_price,liquidity,替代
42,603285.SH,3.554502248764038,0,中,当002998.SZ买不到时使用
43,002363.SZ,3.537047863006592,0,中,当002802.SZ买不到时使用
44,603386.SH,3.5226128101348877,0,差,当601996.SH买不到时使用
45,600654.SH,3.509096622467041,0,差,当603679.SH买不到时使用
46,300435.SZ,3.4809730052948,0,差,当300805.SZ买不到时使用
47,600379.SH,3.4800500869750977,0,差,当002324.SZ买不到时使用
48,300786.SZ,3.470446825027466,0,差,当002809.SZ买不到时使用
49,600448.SH,3.4492828845977783,0,中,当603506.SH买不到时使用
50,300414.SZ,3.4388768672943115,0,差,当603909.SH买不到时使用
51,000586.SZ,3.4201223850250244,0,差,当002494.SZ买不到时使用
52,603022.SH,3.4138309955596924,0,差,当002846.SZ买不到时使用
53,300813.SZ,3.362511396408081,0,中,当300822.SZ买不到时使用
54,600746.SH,3.341356039047241,0,差,当002111.SZ买不到时使用
55,002980.SZ,3.3124892711639404,0,中,当300334.SZ买不到时使用
56,000757.SZ,3.303150177001953,0,中,当600493.SH买不到时使用
57,002695.SZ,3.2743592262268066,0,差,当300272.SZ买不到时使用
58,000936.SZ,3.271282434463501,0,差,当002875.SZ买不到时使用
59,605060.SH,3.2597033977508545,0,差,当300214.SZ买不到时使用
60,300445.SZ,3.259406328201294,0,差,当002374.SZ买不到时使用
61,000545.SZ,3.245492696762085,0,差,当300823.SZ买不到时使用
62,002453.SZ,3.2206830978393555,0,差,当300405.SZ买不到时使用
63,600843.SH,3.212441921234131,0,中,当002114.SZ买不到时使用
64,300587.SZ,3.165900468826294,0,中,当002858.SZ买不到时使用
65,002609.SZ,3.134401559829712,0,差,当300422.SZ买不到时使用
66,600800.SH,3.110260009765625,0,差,当002313.SZ买不到时使用
67,002291.SZ,3.103081464767456,0,差,当300610.SZ买不到时使用
68,300092.SZ,3.101053237915039,0,中,当002729.SZ买不到时使用
69,000633.SZ,3.094827651977539,0,中,当002148.SZ买不到时使用
70,603118.SH,3.093991994857788,0,差,当600470.SH买不到时使用
71,002331.SZ,3.086165189743042,0,差,当300643.SZ买不到时使用
72,605155.SH,3.0671727657318115,0,差,当300446.SZ买不到时使用
73,300111.SZ,3.0596187114715576,0,中,当300817.SZ买不到时使用
74,603155.SH,3.0477135181427,0,差,当002591.SZ买不到时使用
75,600218.SH,3.0459797382354736,0,差,当300509.SZ买不到时使用
76,300631.SZ,3.0297086238861084,0,差,当600099.SH买不到时使用
77,300970.SZ,3.0289084911346436,0,差,当300514.SZ买不到时使用
78,603949.SH,3.0189831256866455,0,差,当603029.SH买不到时使用
79,002484.SZ,2.9875760078430176,0,差,当603183.SH买不到时使用
80,002722.SZ,2.9570367336273193,0,差,当002817.SZ买不到时使用
81,300891.SZ,2.9437215328216553,0,中,当002206.SZ买不到时使用
82,300190.SZ,2.9386892318725586,0,差,当600148.SH买不到时使用
83,300868.SZ,2.9236109256744385,0,差,当目标股买不到时使用
84,000655.SZ,2.9114792346954346,0,中,当目标股买不到时使用
85,002633.SZ,2.909625291824341,0,差,当目标股买不到时使用
86,300150.SZ,2.905470609664917,0,中,当目标股买不到时使用
87,300589.SZ,2.903395891189575,0,差,当目标股买不到时使用
88,300510.SZ,2.900679111480713,0,差,当目标股买不到时使用
89,603488.SH,2.899700403213501,0,差,当目标股买不到时使用
90,300873.SZ,2.8982737064361572,0,差,当目标股买不到时使用
91,002968.SZ,2.898181438446045,0,中,当目标股买不到时使用
92,300281.SZ,2.8863565921783447,0,差,当目标股买不到时使用
93,605138.SH,2.885314702987671,0,差,当目标股买不到时使用
94,300801.SZ,2.85933780670166,0,差,当目标股买不到时使用
95,002999.SZ,2.847928285598755,0,差,当目标股买不到时使用
96,603928.SH,2.8463780879974365,0,差,当目标股买不到时使用
97,300006.SZ,2.8191797733306885,0,差,当目标股买不到时使用
98,300148.SZ,2.803699016571045,0,差,当目标股买不到时使用
99,600860.SH,2.7952163219451904,0,差,当目标股买不到时使用
100,002520.SZ,2.786240339279175,0,差,当目标股买不到时使用
101,603062.SH,2.7859280109405518,0,差,当目标股买不到时使用
102,300906.SZ,2.7744369506835938,0,中,当目标股买不到时使用
103,002108.SZ,2.7440054416656494,0,差,当目标股买不到时使用
104,002470.SZ,2.7395827770233154,0,差,当目标股买不到时使用
105,300987.SZ,2.7312734127044678,0,中,当目标股买不到时使用
106,300890.SZ,2.718719482421875,0,差,当目标股买不到时使用
107,300056.SZ,2.712634801864624,0,差,当目标股买不到时使用
108,002666.SZ,2.7109217643737793,0,中,当目标股买不到时使用
109,300664.SZ,2.7090370655059814,0,差,当目标股买不到时使用
110,002548.SZ,2.702751636505127,0,差,当目标股买不到时使用
111,002259.SZ,2.688025712966919,0,差,当目标股买不到时使用
112,002337.SZ,2.685009241104126,0,中,当目标股买不到时使用
113,002225.SZ,2.6600842475891113,0,差,当目标股买不到时使用
114,002277.SZ,2.649561643600464,0,差,当目标股买不到时使用
115,300030.SZ,2.635756254196167,0,差,当目标股买不到时使用
116,603936.SH,2.6172304153442383,0,差,当目标股买不到时使用
117,002985.SZ,2.616032838821411,0,差,当目标股买不到时使用
118,002696.SZ,2.6153457164764404,0,差,当目标股买不到时使用
119,300399.SZ,2.6146910190582275,0,差,当目标股买不到时使用
120,603901.SH,2.611621618270874,0,差,当目标股买不到时使用
121,603709.SH,2.6076910495758057,0,差,当目标股买不到时使用
122,002715.SZ,2.6072959899902344,0,差,当目标股买不到时使用
123,300192.SZ,2.5978126525878906,0,差,当目标股买不到时使用
