rank,ts_code,score,buy_price,liquidity,替代
29,300111.SZ,0.9294260799026566,0.0,中,当300214.SZ买不到时使用
30,000782.SZ,0.9291218819712025,0.0,差,当300307.SZ买不到时使用
31,300858.SZ,0.9277529912796593,0.0,差,当002695.SZ买不到时使用
32,300569.SZ,0.9269924964510241,0.0,差,当601996.SH买不到时使用
33,000790.SZ,0.9239505171364835,0.0,差,当300753.SZ买不到时使用
34,603300.SH,0.9238998174812411,0.0,差,当002136.SZ买不到时使用
35,300591.SZ,0.9225816264449401,0.0,差,当002846.SZ买不到时使用
36,002074.SZ,0.9206043398904887,0.0,差,当002114.SZ买不到时使用
37,300423.SZ,0.9204522409247616,0.0,差,当300248.SZ买不到时使用
38,000905.SZ,0.9190833502332184,0.0,差,当300446.SZ买不到时使用
39,300025.SZ,0.9186524031636585,0.0,中,当002324.SZ买不到时使用
40,300036.SZ,0.9180186574731292,0.0,中,当300447.SZ买不到时使用
41,002362.SZ,0.9169539647130399,0.0,中,当300365.SZ买不到时使用
42,300095.SZ,0.9168018657473128,0.0,差,当300272.SZ买不到时使用
43,300006.SZ,0.9167511660920705,5.27,差,当300589.SZ买不到时使用
44,601218.SH,0.9167004664368282,0.0,差,当002623.SZ买不到时使用
45,300358.SZ,0.9145710809166498,0.0,差,当300871.SZ买不到时使用
46,000049.SZ,0.9134556885013182,0.0,差,当300435.SZ买不到时使用
47,002374.SZ,0.9104137091867776,0.0,差,当300279.SZ买不到时使用
48,002448.SZ,0.9101095112553235,0.0,差,当300505.SZ买不到时使用
49,600094.SH,0.9086899209085377,0.0,差,当300933.SZ买不到时使用
50,300945.SZ,0.908588521598053,0.0,差,当300192.SZ买不到时使用
51,600288.SH,0.9082336240113567,0.0,差,当002085.SZ买不到时使用
52,002083.SZ,0.9077773271141756,0.0,差,当300207.SZ买不到时使用
53,601226.SH,0.9076505779760697,0.0,差,当002553.SZ买不到时使用
54,300445.SZ,0.9072196309065098,0.0,差,当300801.SZ买不到时使用
55,300798.SZ,0.9064591360778746,0.0,差,当603901.SH买不到时使用
56,300725.SZ,0.9056479415939971,0.0,差,当300404.SZ买不到时使用
57,600399.SH,0.9034678564185764,0.0,中,当目标股买不到时使用
58,600676.SH,0.9032143581423646,0.0,差,当目标股买不到时使用
59,300437.SZ,0.9018201176232001,0.0,差,当目标股买不到时使用
60,300584.SZ,0.900628675725005,0.0,差,当目标股买不到时使用
61,002858.SZ,0.8999695802068546,0.0,差,当目标股买不到时使用
62,603612.SH,0.8982457919286148,0.0,差,当目标股买不到时使用
63,300226.SZ,0.8979415939971608,0.0,中,当目标股买不到时使用
64,002313.SZ,0.8964713039951329,0.0,差,当目标股买不到时使用
65,300340.SZ,0.8962685053741634,0.0,中,当目标股买不到时使用
66,603686.SH,0.8956854593388766,0.0,差,当目标股买不到时使用
67,002488.SZ,0.8933786250253498,0.0,中,当目标股买不到时使用
68,002785.SZ,0.891502737781383,0.0,差,当目标股买不到时使用
69,002882.SZ,0.8914520381261408,0.0,中,当目标股买不到时使用
70,002339.SZ,0.8910971405394442,0.0,差,当目标股买不到时使用
71,300407.SZ,0.8882072601906307,0.0,差,当目标股买不到时使用
72,603679.SH,0.8853680794970594,0.0,差,当目标股买不到时使用
73,002546.SZ,0.883542891908335,0.0,差,当目标股买不到时使用
74,600843.SH,0.8835175420807139,0.0,差,当目标股买不到时使用
75,600800.SH,0.8830865950111539,0.0,差,当目标股买不到时使用
76,002278.SZ,0.8813881565605354,0.0,差,当目标股买不到时使用
77,000852.SZ,0.8812614074224296,0.0,差,当目标股买不到时使用
78,002912.SZ,0.8795376191441898,0.0,中,当目标股买不到时使用
79,300588.SZ,0.8783208274183735,0.0,差,当目标股买不到时使用
80,300961.SZ,0.8781940782802676,0.0,差,当目标股买不到时使用
81,300587.SZ,0.8781687284526465,0.0,中,当目标股买不到时使用
82,603124.SH,0.8769772865544515,0.0,中,当目标股买不到时使用
83,000777.SZ,0.8756337456905294,0.0,中,当目标股买不到时使用
84,600984.SH,0.8729973636179273,0.0,差,当目标股买不到时使用
