trade_date,ic
20250821,0.05365539289663022
20250822,0.046874296480807605
20250825,0.26657740551734005
20250826,0.13593829813372024
20250827,0.1498021519004964
20250828,0.18268035917822753
20250829,0.03762680169171998
20250901,0.24681976360427857
20250902,0.16020816359970558
20250903,0.1975247332900444
20250904,0.028420067788338266
20250905,0.19519346114766242
20250908,0.22530748960231264
20250909,0.11980717212535417
20250910,0.03754652269209032
20250911,0.057164473838942145
20250912,0.09569918625438005
20250915,0.1193768297056244
20250916,0.06365886867165556
20250917,0.06912086978791722
20250918,0.1465709873740096
20250919,0.14071254409183734
20250922,0.05012197945337628
20250923,0.09135778927443686
20250924,0.01747150525022179
20250925,0.277398991865511
20250926,0.0674933753897085
20250929,0.08747301421629079
20250930,0.015704958141967786
20251009,0.2830113238871976
20251010,0.050115519376847
20251013,0.19428630102314484
20251014,0.10156075489925855
20251015,0.15948718118107316
20251016,0.1417429640645144
20251017,0.2578050502494723
20251020,0.16048298873564193
20251021,0.30356999327355655
20251022,0.31112753228104295
20251023,-0.1997708550327971
20251024,-0.13028694189929593
20251027,0.11379017994157571
20251028,-0.08280339449253285
20251029,0.16417251770643002
20251030,-0.04402184616520925
20251031,0.03376933459754051
20251103,0.17861999694140868
20251104,0.08154367015799117
20251105,0.028854056199260545
20251106,0.23862883498165216
20251107,0.07503048636999318
20251110,0.11629030550977548
20251111,0.17722008672215384
20251112,0.024560892637776256
20251113,0.23508137453800276
20251114,-0.0029332280279978475
20251117,0.16236897407581882
20251118,0.1394314958554724
20251119,0.15806748625535172
20251120,-0.08862103418742859
20251121,-0.02247818533949134
20251124,-0.026111802436822016
20251125,0.05794784428986762
20251126,0.23884725516984198
20251127,0.07644796149060541
20251128,0.14486520094638106
20251201,0.10889578218793092
20251202,0.0382279674994178
20251203,0.17088504089080375
20251204,0.07495248773491202
20251205,-0.1415076295267163
20251208,0.0966037484102879
20251209,0.02563224160226921
20251210,0.13627764266581735
20251211,0.019621962929613275
20251212,0.18802575053938314
20251215,0.09386766636264417
20251216,0.13771162578917287
20251217,0.20502143640153644
20251218,-0.02078435442819647
20251219,0.021445596254975725
20251222,0.13489449057370292
20251223,-0.05201761039363662
20251224,0.04411634644568479
20251225,0.06672672010460548
20251226,0.15935563274601097
20251229,0.13036763040138016
20251230,0.14435011915480175
20251231,0.1212743426212688
20260105,0.04124538533728063
20260106,0.08831018451807573
20260107,0.016002405199838744
20260108,-0.007523905898506626
20260109,-0.11383151324534037
20260112,0.325568761924057
20260113,0.1360070431687661
20260114,0.24413870302913437
20260115,0.08534704824118111
20260116,0.08592242512724171
20260119,0.048574806948232185
20260120,0.06276558841343753
20260121,0.164767054455904
20260122,-0.07588919497601217
20260123,0.23390127430221497
20260126,0.17446638895408872
20260127,0.20708676137974985
20260128,0.07637384876004465
20260129,0.3376671322858367
20260130,0.1602437954390733
20260202,0.10723077304279166
20260203,0.19785162547548862
20260204,0.12533350983872651
20260205,0.23302533993289742
20260206,0.0282104568491875
20260209,0.1049178339781049
20260210,0.19786391285556354
20260211,0.04811480226620749
20260212,0.18195064914909764
20260213,0.060274745493974505
20260224,0.06126776737162927
20260225,0.013091395167226868
20260226,0.08436659928409655
20260227,0.01891638637094095
20260302,-0.0006764634450043128
20260303,0.21060513421758165
20260304,0.16391303444883235
20260305,0.17204493558302397
20260306,-0.05659040944493664
20260309,-0.03938623154597455
20260310,-0.006390004738481458
20260311,-0.11497705934123187
20260312,0.10514231439984457
20260313,0.092336478385645
20260316,0.2907969716092948
20260317,0.18974783364877537
20260318,0.11067257834697403
20260319,-0.09842456394761451
20260320,-0.15211164989662793
20260323,0.1968751948523765
20260324,0.013028519245928736
20260325,0.16258189504447046
20260326,0.11456994651417127
20260327,0.14474857598705312
20260330,0.24738038300584841
20260331,0.14342449232152144
20260401,0.025998265597570756
20260402,0.13359856918863497
20260403,0.034626914123363245
20260407,0.149726995587491
20260408,-0.12260823354670923
20260409,0.19980690255900538
20260410,-0.048888499760362636
20260413,0.034261488829568754
20260414,0.16608638659097846
20260415,0.07692805510196311
20260416,0.014185771266150273
20260417,-0.023298877532588504
20260420,0.07450788281320328
20260421,-0.046674848762912766
20260422,0.2038849732728468
20260423,0.08767761407241585
20260424,-0.0008666896665597462
20260427,0.03571290462512247
20260428,0.10801534663081423
20260429,0.07031027196891908
20260430,-0.11761695932655625
20260506,-0.021364041956463135
20260507,0.12533970188367133
20260508,0.004260333394326498
20260511,0.019470372277004353
20260512,-0.046565754955553394
20260513,0.176776225031951
20260514,0.0832679424732671
20260515,0.08115694947688283
